Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,-18108.0,-15.81,179.0,670
3.0,-17608.0,-10.96,179.5,670
4.0,-17108.0,0.16,180.0,670
5.0,-16608.0,14.36,180.5,670
6.0,-16108.0,30.46,181.0,670
7.0,-15608.0,48.54,181.5,670
8.0,-15108.0,68.71,182.0,670
9.0,-14608.0,88.61,182.5,670
10.0,-14108.0,107.38,183.0,670
11.0,-13608.0,130.98,183.5,670
12.0,-13108.0,153.39,184.0,670
13.0,-12608.0,174.58,184.5,670
14.0,-12108.0,195.0,185.0,670
15.0,-11608.0,218.11,185.5,670
16.0,-11108.0,239.09,186.0,670
17.0,-10608.0,261.22,186.5,670
18.0,-10108.0,282.36,187.0,670
19.0,-9608.0,307.24,187.5,670
20.0,-9108.0,328.36,188.0,670
21.0,-8608.0,351.73,188.5,670
22.0,-8108.0,375.57,189.0,670
23.0,-7608.0,396.2,189.5,670
24.0,-7108.0,421.17,190.0,670
25.0,-6608.0,443.22,190.5,670
26.0,-6108.0,467.67,191.0,670
27.0,-5608.0,488.78,191.5,670
28.0,-5108.0,512.87,192.0,670
29.0,-4608.0,534.55,192.5,670
30.0,-4108.0,558.8,193.0,670
31.0,-3608.0,581.28,193.5,670
32.0,-3108.0,601.88,194.0,670
33.0,-2608.0,628.65,194.5,670
34.0,-2108.0,649.02,195.0,670
35.0,-1608.0,674.57,195.5,670
36.0,-1108.0,695.18,196.0,670
37.0,-608.0,722.21,196.5,670
38.0,-108.0,745.8,197.0,670
39.0,392.0,769.64,197.5,670
40.0,892.0,764.66,198.0,670
41.0,1392.0,783.45,198.5,670
42.0,1892.0,800.89,199.0,670
43.0,2392.0,824.67,199.5,670
44.0,2892.0,849.72,200.0,670
45.0,3392.0,875.1,200.5,670
46.0,3892.0,894.04,201.0,670
47.0,4392.0,917.32,201.5,670
48.0,4892.0,940.13,202.0,670
49.0,5392.0,964.55,202.5,670
50.0,5892.0,988.95,203.0,670
51.0,6392.0,1012.96,203.5,670
