Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,-12612.0,2.32,1102.0,635
3.0,-12112.0,1.7,1102.5,635
4.0,-11612.0,2.52,1103.0,635
5.0,-11112.0,2.23,1103.5,635
6.0,-10612.0,2.5,1104.0,635
7.0,-10112.0,2.28,1104.5,635
8.0,-9612.0,2.2,1105.0,635
9.0,-9112.0,2.0,1105.5,635
10.0,-8612.0,6.59,1106.0,635
11.0,-8112.0,13.47,1106.5,635
12.0,-7612.0,22.56,1107.0,635
13.0,-7112.0,29.41,1107.5,635
14.0,-6612.0,35.69,1108.0,635
15.0,-6112.0,43.32,1108.5,635
16.0,-5612.0,52.8,1109.0,635
17.0,-5112.0,62.04,1109.5,635
18.0,-4612.0,63.57,1110.0,635
19.0,-4112.0,64.19,1110.5,635
20.0,-3612.0,64.63,1111.0,635
21.0,-3112.0,68.25,1111.5,635
22.0,-2612.0,69.64,1112.0,635
23.0,-2112.0,71.75,1112.5,635
24.0,-1612.0,76.88,1113.0,635
25.0,-1112.0,79.59,1113.5,635
26.0,-612.0,77.48,1114.0,635
27.0,-112.0,81.45,1114.5,635
28.0,388.0,86.36,1115.0,635
29.0,888.0,86.65,1115.5,635
30.0,1388.0,90.63,1116.0,635
31.0,1888.0,90.44,1116.5,635
32.0,2388.0,88.98,1117.0,635
33.0,2888.0,88.37,1117.5,635
34.0,3388.0,90.86,1118.0,635
35.0,3888.0,95.42,1118.5,635
36.0,4388.0,96.46,1119.0,635
37.0,4888.0,107.46,1119.5,635
38.0,5388.0,108.11,1120.0,635
39.0,5888.0,104.17,1120.5,635
40.0,6388.0,109.55,1121.0,635
41.0,6888.0,110.97,1121.5,635
42.0,7388.0,117.64,1122.0,635
43.0,7888.0,121.92,1122.5,635
44.0,8388.0,122.4,1123.0,635
45.0,8888.0,122.58,1123.5,635
46.0,9388.0,126.81,1124.0,635
47.0,9888.0,130.23,1124.5,635
48.0,10388.0,131.24,1125.0,635
49.0,10888.0,138.44,1125.5,635
50.0,11388.0,141.97,1126.0,635
51.0,11888.0,142.43,1126.5,635
52.0,12388.0,139.42,1127.0,635
53.0,12888.0,135.59,1127.5,635
54.0,13388.0,142.48,1128.0,635
55.0,13888.0,143.88,1128.5,635
56.0,14388.0,151.54,1129.0,635
57.0,14888.0,154.26,1129.5,635
58.0,15388.0,156.76,1130.0,635
59.0,15888.0,159.09,1130.5,635
60.0,16388.0,164.23,1131.0,635
61.0,16888.0,168.31,1131.5,635
62.0,17388.0,171.13,1132.0,635
63.0,17888.0,173.04,1132.5,635
64.0,18388.0,173.17,1133.0,635
65.0,18888.0,172.35,1133.5,635
66.0,19388.0,176.95,1134.0,635
67.0,19888.0,173.47,1134.5,635
68.0,20388.0,172.91,1135.0,635
69.0,20888.0,179.88,1135.5,635
70.0,21388.0,177.51,1136.0,635
71.0,21888.0,187.51,1136.5,635
72.0,22388.0,193.22,1137.0,635
73.0,22888.0,197.58,1137.5,635
74.0,23388.0,199.12,1138.0,635
75.0,23888.0,202.82,1138.5,635
76.0,24388.0,199.06,1139.0,635
77.0,24888.0,194.41,1139.5,635
78.0,25388.0,205.01,1140.0,635
79.0,25888.0,210.35,1140.5,635
80.0,26388.0,200.88,1141.0,635
81.0,26888.0,211.77,1141.5,635
82.0,27388.0,222.96,1142.0,635
83.0,27888.0,227.96,1142.5,635
84.0,28388.0,230.17,1143.0,635
85.0,28888.0,226.76,1143.5,635
86.0,29388.0,236.08,1144.0,635
87.0,29888.0,241.56,1144.5,635
88.0,30388.0,249.88,1145.0,635
89.0,30888.0,242.96,1145.5,635
