Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,10852.0,21.96,1191.0,560
3.0,11352.0,22.34,1191.5,560
4.0,11852.0,22.4,1192.0,560
5.0,12352.0,21.0,1192.5,560
6.0,12852.0,35.67,1193.0,560
7.0,13352.0,60.04,1193.5,560
8.0,13852.0,71.17,1194.0,560
9.0,14352.0,79.31,1194.5,560
10.0,14852.0,94.19,1195.0,560
11.0,15352.0,107.53,1195.5,560
12.0,15852.0,116.64,1196.0,560
13.0,16352.0,126.81,1196.5,560
14.0,16852.0,148.2,1197.0,560
15.0,17352.0,160.68,1197.5,560
16.0,17852.0,168.32,1198.0,560
17.0,18352.0,180.47,1198.5,560
18.0,18852.0,196.45,1199.0,560
19.0,19352.0,205.11,1199.5,560
20.0,19852.0,212.88,1200.0,560
21.0,20352.0,226.83,1200.5,560
22.0,20852.0,240.68,1201.0,560
23.0,21352.0,257.18,1201.5,560
24.0,21852.0,271.33,1202.0,560
25.0,22352.0,281.15,1202.5,560
26.0,22852.0,284.76,1203.0,560
27.0,23352.0,301.13,1203.5,560
28.0,23852.0,308.68,1204.0,560
29.0,24352.0,309.3,1204.5,560
30.0,24852.0,323.32,1205.0,560
31.0,25352.0,353.49,1205.5,560
32.0,25852.0,365.38,1206.0,560
33.0,26352.0,372.53,1206.5,560
34.0,26852.0,382.97,1207.0,560
35.0,27352.0,399.93,1207.5,560
36.0,27852.0,413.46,1208.0,560
37.0,28352.0,418.83,1208.5,560
38.0,28852.0,429.87,1209.0,560
39.0,29352.0,438.6,1209.5,560
40.0,29852.0,453.14,1210.0,560
41.0,30352.0,465.9,1210.5,560
42.0,30852.0,476.33,1211.0,560
43.0,31352.0,482.2,1211.5,560
44.0,31852.0,492.47,1212.0,560
45.0,32352.0,509.42,1212.5,560
46.0,-32684.0,525.25,1213.0,560
47.0,-32184.0,497.35,1213.5,560
48.0,-31684.0,507.75,1214.0,560
49.0,-31184.0,521.99,1214.5,560
50.0,-30684.0,529.43,1215.0,560
51.0,-30184.0,543.34,1215.5,560
52.0,-29684.0,567.12,1216.0,560
53.0,-29184.0,578.68,1216.5,560
54.0,-28684.0,587.38,1217.0,560
55.0,-28184.0,590.82,1217.5,560
56.0,-27684.0,594.59,1218.0,560
57.0,-27184.0,607.47,1218.5,560
58.0,-26684.0,622.12,1219.0,560
59.0,-26184.0,638.89,1219.5,560
60.0,-25684.0,652.62,1220.0,560
61.0,-25184.0,670.8,1220.5,560
62.0,-24684.0,680.09,1221.0,560
63.0,-24184.0,689.38,1221.5,560
64.0,-23684.0,696.27,1222.0,560
65.0,-23184.0,715.13,1222.5,560
66.0,-22684.0,727.32,1223.0,560
67.0,-22184.0,734.94,1223.5,560
68.0,-21684.0,749.68,1224.0,560
69.0,-21184.0,768.55,1224.5,560
70.0,-20684.0,776.64,1225.0,560
71.0,-20184.0,787.64,1225.5,560
72.0,-19684.0,796.66,1226.0,560
73.0,-19184.0,796.76,1226.5,560
74.0,-18684.0,819.16,1227.0,560
75.0,-18184.0,824.91,1227.5,560
76.0,-17684.0,832.48,1228.0,560
77.0,-17184.0,846.87,1228.5,560
78.0,-16684.0,857.99,1229.0,560
79.0,-16184.0,860.29,1229.5,560
80.0,-15684.0,840.97,1230.0,560
81.0,-15184.0,865.36,1230.5,560
82.0,-14684.0,897.1,1231.0,560
83.0,-14184.0,904.58,1231.5,560
84.0,-13684.0,915.94,1232.0,560
85.0,-13184.0,931.39,1232.5,560
86.0,-12684.0,944.61,1233.0,560
87.0,-12184.0,966.14,1233.5,560
88.0,-11684.0,967.93,1234.0,560
89.0,-11184.0,969.68,1234.5,560
