Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
3.0,32388.0,54.75,1147.0,645
4.0,-32648.0,61.18,1147.5,645
5.0,-32148.0,68.86,1148.0,645
6.0,-31648.0,75.55,1148.5,645
7.0,-31148.0,81.57,1149.0,645
8.0,-30648.0,84.13,1149.5,645
9.0,-30148.0,93.52,1150.0,645
10.0,-29648.0,103.95,1150.5,645
11.0,-29148.0,111.77,1151.0,645
12.0,-28648.0,119.48,1151.5,645
13.0,-28148.0,123.78,1152.0,645
14.0,-27648.0,131.42,1152.5,645
15.0,-27148.0,137.36,1153.0,645
16.0,-26648.0,145.59,1153.5,645
17.0,-26148.0,150.87,1154.0,645
18.0,-25648.0,159.21,1154.5,645
19.0,-25148.0,161.72,1155.0,645
20.0,-24648.0,165.46,1155.5,645
21.0,-24148.0,175.52,1156.0,645
22.0,-23648.0,181.83,1156.5,645
23.0,-23148.0,190.03,1157.0,645
24.0,-22648.0,197.02,1157.5,645
25.0,-22148.0,201.15,1158.0,645
26.0,-21648.0,208.56,1158.5,645
27.0,-21148.0,217.13,1159.0,645
28.0,-20648.0,218.38,1159.5,645
29.0,-20148.0,228.17,1160.0,645
30.0,-19648.0,235.54,1160.5,645
31.0,-19148.0,236.58,1161.0,645
32.0,-18648.0,251.75,1161.5,645
33.0,-18148.0,258.17,1162.0,645
34.0,-17648.0,264.25,1162.5,645
35.0,-17148.0,271.39,1163.0,645
36.0,-16648.0,281.61,1163.5,645
37.0,-16148.0,291.41,1164.0,645
38.0,-15648.0,293.56,1164.5,645
39.0,-15148.0,297.94,1165.0,645
40.0,-14648.0,303.87,1165.5,645
41.0,-14148.0,300.17,1166.0,645
42.0,-13648.0,308.33,1166.5,645
43.0,-13148.0,315.01,1167.0,645
44.0,-12648.0,316.18,1167.5,645
45.0,-12148.0,329.19,1168.0,645
46.0,-11648.0,327.59,1168.5,645
47.0,-11148.0,336.35,1169.0,645
48.0,-10648.0,345.89,1169.5,645
49.0,-10148.0,355.0,1170.0,645
50.0,-9648.0,364.46,1170.5,645
51.0,-9148.0,370.07,1171.0,645
52.0,-8648.0,380.39,1171.5,645
53.0,-8148.0,381.26,1172.0,645
54.0,-7648.0,381.8,1172.5,645
55.0,-7148.0,384.11,1173.0,645
56.0,-6648.0,385.89,1173.5,645
57.0,-6148.0,391.32,1174.0,645
58.0,-5648.0,402.61,1174.5,645
59.0,-5148.0,406.7,1175.0,645
60.0,-4648.0,411.97,1175.5,645
61.0,-4148.0,417.84,1176.0,645
62.0,-3648.0,427.54,1176.5,645
63.0,-3148.0,435.96,1177.0,645
64.0,-2648.0,443.7,1177.5,645
65.0,-2148.0,451.96,1178.0,645
66.0,-1648.0,456.38,1178.5,645
67.0,-1148.0,453.67,1179.0,645
68.0,-648.0,460.41,1179.5,645
69.0,-148.0,474.54,1180.0,645
70.0,352.0,478.42,1180.5,645
71.0,852.0,482.95,1181.0,645
72.0,1352.0,492.3,1181.5,645
73.0,1852.0,501.91,1182.0,645
74.0,2352.0,508.55,1182.5,645
75.0,2852.0,514.75,1183.0,645
76.0,3352.0,520.49,1183.5,645
77.0,3852.0,523.99,1184.0,645
78.0,4352.0,519.21,1184.5,645
79.0,4852.0,504.94,1185.0,645
80.0,5352.0,526.55,1185.5,645
81.0,5852.0,540.15,1186.0,645
82.0,6352.0,538.9,1186.5,645
83.0,6852.0,557.55,1187.0,645
84.0,7352.0,567.88,1187.5,645
85.0,7852.0,569.6,1188.0,645
86.0,8352.0,586.49,1188.5,645
87.0,8852.0,579.96,1189.0,645
88.0,9352.0,587.42,1189.5,645
89.0,9852.0,599.68,1190.0,645
