Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,-21252.0,-69.6,438.0,930
3.0,-20752.0,-63.79,438.5,930
4.0,-20252.0,-60.5,439.0,930
5.0,-19752.0,-57.88,439.5,930
6.0,-19252.0,-55.19,440.0,930
7.0,-18752.0,-52.27,440.5,930
8.0,-18252.0,-51.24,441.0,930
9.0,-17752.0,-48.11,441.5,930
10.0,-17252.0,-45.35,442.0,930
11.0,-16752.0,-42.0,442.5,930
12.0,-16252.0,-40.89,443.0,930
13.0,-15752.0,-39.55,443.5,930
14.0,-15252.0,-36.53,444.0,930
15.0,-14752.0,-35.86,444.5,930
16.0,-14252.0,-35.76,445.0,930
17.0,-13752.0,-33.7,445.5,930
18.0,-13252.0,-32.54,446.0,930
19.0,-12752.0,-30.11,446.5,930
20.0,-12252.0,-30.11,447.0,930
21.0,-11752.0,-30.02,447.5,930
22.0,-11252.0,-28.72,448.0,930
23.0,-10752.0,-27.05,448.5,930
24.0,-10252.0,-24.64,449.0,930
25.0,-9752.0,-24.51,449.5,930
26.0,-9252.0,-23.59,450.0,930
27.0,-8752.0,-23.36,450.5,930
28.0,-8252.0,-21.21,451.0,930
29.0,-7752.0,-20.22,451.5,930
30.0,-7252.0,-19.99,452.0,930
31.0,-6752.0,-18.58,452.5,930
32.0,-6252.0,-16.67,453.0,930
33.0,-5752.0,-16.94,453.5,930
34.0,-5252.0,-15.09,454.0,930
35.0,-4752.0,-14.27,454.5,930
36.0,-4252.0,-12.69,455.0,930
37.0,-3752.0,-11.65,455.5,930
38.0,-3252.0,-11.86,456.0,930
39.0,-2752.0,-11.52,456.5,930
40.0,-2252.0,-8.6,457.0,930
41.0,-1752.0,-5.51,457.5,930
42.0,-1252.0,-6.98,458.0,930
43.0,-752.0,-7.52,458.5,930
44.0,-252.0,-6.85,459.0,930
45.0,248.0,-6.14,459.5,930
46.0,748.0,-4.02,460.0,930
47.0,1248.0,-4.27,460.5,930
48.0,1748.0,-3.09,461.0,930
49.0,2248.0,-0.68,461.5,930
50.0,2748.0,0.74,462.0,930
51.0,3248.0,0.58,462.5,930
52.0,3748.0,1.75,463.0,930
53.0,4248.0,4.7,463.5,930
54.0,4748.0,3.47,464.0,930
55.0,5248.0,4.17,464.5,930
56.0,5748.0,5.64,465.0,930
57.0,6248.0,6.9,465.5,930
58.0,6748.0,6.48,466.0,930
59.0,7248.0,7.73,466.5,930
60.0,7748.0,10.3,467.0,930
61.0,8248.0,11.18,467.5,930
62.0,8748.0,11.97,468.0,930
63.0,9248.0,14.33,468.5,930
64.0,9748.0,16.54,469.0,930
65.0,10248.0,18.53,469.5,930
66.0,10748.0,18.49,470.0,930
67.0,11248.0,19.16,470.5,930
68.0,11748.0,22.04,471.0,930
69.0,12248.0,23.0,471.5,930
70.0,12748.0,21.8,472.0,930
71.0,13248.0,20.06,472.5,930
72.0,13748.0,22.02,473.0,930
73.0,14248.0,23.7,473.5,930
74.0,14748.0,23.32,474.0,930
75.0,15248.0,25.68,474.5,930
76.0,15748.0,25.93,475.0,930
77.0,16248.0,27.85,475.5,930
78.0,16748.0,28.03,476.0,930
79.0,17248.0,29.16,476.5,930
80.0,17748.0,33.92,477.0,930
81.0,18248.0,36.48,477.5,930
82.0,18748.0,35.53,478.0,930
83.0,19248.0,30.45,478.5,930
84.0,19748.0,32.78,479.0,930
85.0,20248.0,34.01,479.5,930
86.0,20748.0,34.04,480.0,930
87.0,21248.0,35.18,480.5,930
88.0,21748.0,36.74,481.0,930
89.0,22248.0,38.23,481.5,930
