Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
3.0,21320.0,-105.45,349.5,715
4.0,21820.0,-104.89,350.0,715
5.0,22320.0,-104.6,350.5,715
6.0,22820.0,-104.88,351.0,715
7.0,23320.0,-104.86,351.5,715
8.0,23820.0,-104.42,352.0,715
9.0,24320.0,-104.52,352.5,715
10.0,24820.0,-104.69,353.0,715
11.0,25320.0,-72.12,353.5,715
12.0,25820.0,-30.98,354.0,715
13.0,26320.0,-9.97,354.5,715
14.0,26820.0,2.1,355.0,715
15.0,27320.0,14.08,355.5,715
16.0,27820.0,23.85,356.0,715
17.0,28320.0,34.06,356.5,715
18.0,28820.0,45.13,357.0,715
19.0,29320.0,40.57,357.5,715
20.0,29820.0,49.95,358.0,715
21.0,30320.0,58.64,358.5,715
22.0,30820.0,68.32,359.0,715
23.0,31320.0,77.24,359.5,715
24.0,31820.0,86.07,360.0,715
25.0,32320.0,94.08,360.5,715
26.0,-32716.0,102.98,361.0,715
27.0,-32216.0,107.42,361.5,715
28.0,-31716.0,109.84,362.0,715
29.0,-31216.0,118.76,362.5,715
30.0,-30716.0,126.33,363.0,715
31.0,-30216.0,134.46,363.5,715
32.0,-29716.0,139.79,364.0,715
33.0,-29216.0,147.34,364.5,715
34.0,-28716.0,150.76,365.0,715
35.0,-28216.0,152.88,365.5,715
36.0,-27716.0,161.91,366.0,715
37.0,-27216.0,168.98,366.5,715
38.0,-26716.0,179.9,367.0,715
39.0,-26216.0,190.46,367.5,715
40.0,-25716.0,202.84,368.0,715
41.0,-25216.0,219.39,368.5,715
42.0,-24716.0,234.86,369.0,715
43.0,-24216.0,243.12,369.5,715
44.0,-23716.0,258.54,370.0,715
45.0,-23216.0,275.71,370.5,715
46.0,-22716.0,279.61,371.0,715
47.0,-22216.0,294.93,371.5,715
48.0,-21716.0,297.58,372.0,715
49.0,-21216.0,310.79,372.5,715
50.0,-20716.0,317.18,373.0,715
51.0,-20216.0,334.69,373.5,715
52.0,-19716.0,327.03,374.0,715
53.0,-19216.0,342.73,374.5,715
54.0,-18716.0,293.15,375.0,715
55.0,-18216.0,303.47,375.5,715
56.0,-17716.0,313.31,376.0,715
57.0,-17216.0,308.67,376.5,715
58.0,-16716.0,316.92,377.0,715
59.0,-16216.0,329.11,377.5,715
60.0,-15716.0,341.16,378.0,715
61.0,-15216.0,351.24,378.5,715
62.0,-14716.0,361.16,379.0,715
63.0,-14216.0,366.16,379.5,715
64.0,-13716.0,370.36,380.0,715
65.0,-13216.0,381.05,380.5,715
66.0,-12716.0,233.16,381.0,715
67.0,-12216.0,242.21,381.5,715
68.0,-11716.0,254.66,382.0,715
69.0,-11216.0,267.0,382.5,715
70.0,-10716.0,278.16,383.0,715
71.0,-10216.0,288.65,383.5,715
72.0,-9716.0,296.31,384.0,715
73.0,-9216.0,303.74,384.5,715
74.0,-8716.0,299.68,385.0,715
75.0,-8216.0,307.24,385.5,715
76.0,-7716.0,303.87,386.0,715
77.0,-7216.0,311.43,386.5,715
78.0,-6716.0,317.09,387.0,715
79.0,-6216.0,321.92,387.5,715
80.0,-5716.0,330.21,388.0,715
81.0,-5216.0,336.61,388.5,715
82.0,-4716.0,338.49,389.0,715
83.0,-4216.0,348.53,389.5,715
84.0,-3716.0,344.97,390.0,715
85.0,-3216.0,348.45,390.5,715
86.0,-2716.0,360.06,391.0,715
87.0,-2216.0,357.71,391.5,715
88.0,-1716.0,365.29,392.0,715
89.0,-1216.0,363.5,392.5,715
