Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,6996.0,27.68,925.0,800
3.0,7496.0,27.65,925.5,800
4.0,7996.0,26.76,926.0,800
5.0,8496.0,26.47,926.5,800
6.0,8996.0,26.18,927.0,800
7.0,9496.0,26.13,927.5,800
8.0,9996.0,26.16,928.0,800
9.0,10496.0,25.73,928.5,800
10.0,10996.0,30.59,929.0,800
11.0,11496.0,53.64,929.5,800
12.0,11996.0,73.59,930.0,800
13.0,12496.0,80.3,930.5,800
14.0,12996.0,87.61,931.0,800
15.0,13496.0,94.24,931.5,800
16.0,13996.0,101.26,932.0,800
17.0,14496.0,108.3,932.5,800
18.0,14996.0,116.39,933.0,800
19.0,15496.0,122.54,933.5,800
20.0,15996.0,126.02,934.0,800
21.0,16496.0,132.76,934.5,800
22.0,16996.0,136.47,935.0,800
23.0,17496.0,143.67,935.5,800
24.0,17996.0,151.11,936.0,800
25.0,18496.0,158.82,936.5,800
26.0,18996.0,160.6,937.0,800
27.0,19496.0,167.89,937.5,800
28.0,19996.0,174.52,938.0,800
29.0,20496.0,178.44,938.5,800
30.0,20996.0,186.76,939.0,800
31.0,21496.0,191.15,939.5,800
32.0,21996.0,199.86,940.0,800
33.0,22496.0,204.68,940.5,800
34.0,22996.0,213.27,941.0,800
35.0,23496.0,219.62,941.5,800
36.0,23996.0,224.68,942.0,800
37.0,24496.0,231.91,942.5,800
38.0,24996.0,242.19,943.0,800
39.0,25496.0,255.37,943.5,800
40.0,25996.0,270.49,944.0,800
41.0,26496.0,285.35,944.5,800
42.0,26996.0,299.61,945.0,800
43.0,27496.0,314.9,945.5,800
44.0,27996.0,330.06,946.0,800
45.0,28496.0,343.22,946.5,800
46.0,28996.0,350.98,947.0,800
47.0,29496.0,365.1,947.5,800
48.0,29996.0,382.34,948.0,800
49.0,30496.0,398.21,948.5,800
50.0,30996.0,413.09,949.0,800
51.0,31496.0,427.27,949.5,800
52.0,31996.0,434.57,950.0,800
53.0,32496.0,451.34,950.5,800
54.0,-32540.0,470.68,951.0,800
55.0,-32040.0,482.68,951.5,800
56.0,-31540.0,496.09,952.0,800
57.0,-31040.0,512.8,952.5,800
58.0,-30540.0,519.04,953.0,800
59.0,-30040.0,518.45,953.5,800
60.0,-29540.0,540.68,954.0,800
61.0,-29040.0,548.11,954.5,800
62.0,-28540.0,569.09,955.0,800
63.0,-28040.0,578.23,955.5,800
64.0,-27540.0,587.24,956.0,800
65.0,-27040.0,590.1,956.5,800
66.0,-26540.0,601.47,957.0,800
67.0,-26040.0,618.25,957.5,800
68.0,-25540.0,642.45,958.0,800
69.0,-25040.0,655.19,958.5,800
70.0,-24540.0,664.34,959.0,800
71.0,-24040.0,686.62,959.5,800
72.0,-23540.0,694.86,960.0,800
73.0,-23040.0,706.01,960.5,800
74.0,-22540.0,717.62,961.0,800
75.0,-22040.0,729.97,961.5,800
76.0,-21540.0,743.31,962.0,800
77.0,-21040.0,756.48,962.5,800
78.0,-20540.0,769.04,963.0,800
79.0,-20040.0,787.99,963.5,800
80.0,-19540.0,803.02,964.0,800
81.0,-19040.0,806.54,964.5,800
82.0,-18540.0,823.11,965.0,800
83.0,-18040.0,839.55,965.5,800
84.0,-17540.0,852.82,966.0,800
85.0,-17040.0,868.57,966.5,800
86.0,-16540.0,884.14,967.0,800
87.0,-16040.0,900.52,967.5,800
88.0,-15540.0,916.26,968.0,800
89.0,-15040.0,931.57,968.5,800
