Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,-13860.0,-60.05,642.0,905
3.0,-13360.0,-59.56,642.5,905
4.0,-12860.0,-50.41,643.0,905
5.0,-12360.0,-39.57,643.5,905
6.0,-11860.0,-20.58,644.0,905
7.0,-11360.0,-6.06,644.5,905
8.0,-10860.0,6.08,645.0,905
9.0,-10360.0,23.22,645.5,905
10.0,-9860.0,44.25,646.0,905
11.0,-9360.0,59.23,646.5,905
12.0,-8860.0,72.87,647.0,905
13.0,-8360.0,88.99,647.5,905
14.0,-7860.0,104.47,648.0,905
15.0,-7360.0,121.67,648.5,905
16.0,-6860.0,137.78,649.0,905
17.0,-6360.0,159.72,649.5,905
18.0,-5860.0,179.65,650.0,905
19.0,-5360.0,198.75,650.5,905
20.0,-4860.0,210.87,651.0,905
21.0,-4360.0,221.17,651.5,905
22.0,-3860.0,230.91,652.0,905
23.0,-3360.0,246.03,652.5,905
24.0,-2860.0,255.26,653.0,905
25.0,-2360.0,267.15,653.5,905
26.0,-1860.0,273.29,654.0,905
27.0,-1360.0,284.67,654.5,905
28.0,-860.0,298.9,655.0,905
29.0,-360.0,312.57,655.5,905
30.0,140.0,325.81,656.0,905
31.0,640.0,341.74,656.5,905
32.0,1140.0,353.21,657.0,905
33.0,1640.0,367.79,657.5,905
34.0,2140.0,373.99,658.0,905
35.0,2640.0,387.96,658.5,905
36.0,3140.0,403.66,659.0,905
37.0,3640.0,420.42,659.5,905
38.0,4140.0,432.36,660.0,905
39.0,4640.0,447.02,660.5,905
40.0,5140.0,459.87,661.0,905
41.0,5640.0,473.16,661.5,905
42.0,6140.0,487.28,662.0,905
43.0,6640.0,496.98,662.5,905
44.0,7140.0,508.53,663.0,905
45.0,7640.0,523.89,663.5,905
46.0,8140.0,533.87,664.0,905
47.0,8640.0,550.33,664.5,905
48.0,9140.0,564.51,665.0,905
49.0,9640.0,579.8,665.5,905
50.0,10140.0,590.93,666.0,905
51.0,10640.0,598.65,666.5,905
52.0,11140.0,612.98,667.0,905
53.0,11640.0,627.11,667.5,905
54.0,12140.0,641.01,668.0,905
55.0,12640.0,653.37,668.5,905
56.0,13140.0,667.42,669.0,905
57.0,13640.0,682.03,669.5,905
58.0,14140.0,697.61,670.0,905
59.0,14640.0,715.49,670.5,905
60.0,15140.0,722.6,671.0,905
61.0,15640.0,734.34,671.5,905
62.0,16140.0,741.35,672.0,905
63.0,16640.0,748.94,672.5,905
64.0,17140.0,755.21,673.0,905
65.0,17640.0,769.77,673.5,905
66.0,18140.0,784.78,674.0,905
67.0,18640.0,801.58,674.5,905
68.0,19140.0,813.6,675.0,905
69.0,19640.0,831.99,675.5,905
70.0,20140.0,856.55,676.0,905
71.0,20640.0,869.3,676.5,905
72.0,21140.0,881.26,677.0,905
73.0,21640.0,894.3,677.5,905
74.0,22140.0,910.8,678.0,905
75.0,22640.0,912.36,678.5,905
76.0,23140.0,918.7,679.0,905
77.0,23640.0,930.17,679.5,905
78.0,24140.0,940.55,680.0,905
79.0,24640.0,950.96,680.5,905
80.0,25140.0,973.05,681.0,905
81.0,25640.0,975.32,681.5,905
82.0,26140.0,988.1,682.0,905
83.0,26640.0,996.61,682.5,905
84.0,27140.0,1005.98,683.0,905
