Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,24640.0,-19.56,680.5,760
3.0,25140.0,-20.51,681.0,760
4.0,25640.0,-19.45,681.5,760
5.0,26140.0,-20.54,682.0,760
6.0,26640.0,-16.7,682.5,760
7.0,27140.0,-10.63,683.0,760
8.0,27640.0,-7.89,683.5,760
9.0,28140.0,-3.74,684.0,760
10.0,28640.0,-0.79,684.5,760
11.0,29140.0,0.99,685.0,760
12.0,29640.0,4.68,685.5,760
13.0,30140.0,10.9,686.0,760
14.0,30640.0,10.27,686.5,760
15.0,31140.0,16.9,687.0,760
16.0,31640.0,19.56,687.5,760
17.0,32140.0,23.72,688.0,760
18.0,32640.0,23.63,688.5,760
19.0,-32396.0,32.58,689.0,760
20.0,-31896.0,33.43,689.5,760
21.0,-31396.0,42.83,690.0,760
22.0,-30896.0,54.39,690.5,760
23.0,-30396.0,63.82,691.0,760
24.0,-29896.0,52.14,691.5,760
25.0,-29396.0,59.37,692.0,760
26.0,-28896.0,63.05,692.5,760
27.0,-28396.0,65.4,693.0,760
28.0,-27896.0,65.42,693.5,760
29.0,-27396.0,74.24,694.0,760
30.0,-26896.0,82.04,694.5,760
31.0,-26396.0,88.06,695.0,760
32.0,-25896.0,87.05,695.5,760
33.0,-25396.0,83.11,696.0,760
34.0,-24896.0,79.73,696.5,760
35.0,-24396.0,80.08,697.0,760
36.0,-23896.0,80.31,697.5,760
37.0,-23396.0,73.61,698.0,760
38.0,-22896.0,90.1,698.5,760
39.0,-22396.0,90.2,699.0,760
40.0,-21896.0,97.23,699.5,760
41.0,-21396.0,103.64,700.0,760
42.0,-20896.0,110.23,700.5,760
43.0,-20396.0,115.92,701.0,760
44.0,-19896.0,121.18,701.5,760
45.0,-19396.0,124.79,702.0,760
46.0,-18896.0,130.24,702.5,760
47.0,-18396.0,132.87,703.0,760
48.0,-17896.0,141.1,703.5,760
49.0,-17396.0,145.54,704.0,760
50.0,-16896.0,149.82,704.5,760
51.0,-16396.0,153.05,705.0,760
52.0,-15896.0,158.58,705.5,760
53.0,-15396.0,163.45,706.0,760
54.0,-14896.0,170.63,706.5,760
55.0,-14396.0,176.01,707.0,760
56.0,-13896.0,179.84,707.5,760
57.0,-13396.0,184.79,708.0,760
58.0,-12896.0,188.45,708.5,760
59.0,-12396.0,193.13,709.0,760
60.0,-11896.0,195.06,709.5,760
61.0,-11396.0,198.82,710.0,760
62.0,-10896.0,203.5,710.5,760
63.0,-10396.0,209.16,711.0,760
64.0,-9896.0,196.49,711.5,760
65.0,-9396.0,202.12,712.0,760
66.0,-8896.0,211.03,712.5,760
67.0,-8396.0,214.83,713.0,760
68.0,-7896.0,224.6,713.5,760
69.0,-7396.0,229.43,714.0,760
70.0,-6896.0,235.39,714.5,760
71.0,-6396.0,240.63,715.0,760
72.0,-5896.0,245.82,715.5,760
73.0,-5396.0,257.66,716.0,760
74.0,-4896.0,268.3,716.5,760
75.0,-4396.0,276.59,717.0,760
76.0,-3896.0,282.23,717.5,760
77.0,-3396.0,282.91,718.0,760
78.0,-2896.0,286.67,718.5,760
79.0,-2396.0,298.57,719.0,760
80.0,-1896.0,301.03,719.5,760
81.0,-1396.0,305.31,720.0,760
82.0,-896.0,305.06,720.5,760
83.0,-396.0,326.16,721.0,760
84.0,104.0,320.94,721.5,760
85.0,604.0,331.07,722.0,760
86.0,1104.0,340.65,722.5,760
87.0,1604.0,347.49,723.0,760
88.0,2104.0,356.32,723.5,760
89.0,2604.0,360.51,724.0,760
