Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
3.0,29960.0,-26.85,1013.5,735
4.0,30460.0,-21.14,1014.0,735
5.0,30960.0,-21.58,1014.5,735
6.0,31460.0,-13.94,1015.0,735
7.0,31960.0,-9.47,1015.5,735
8.0,32460.0,-10.8,1016.0,735
9.0,-32576.0,-6.49,1016.5,735
10.0,-32076.0,3.32,1017.0,735
11.0,-31576.0,7.77,1017.5,735
12.0,-31076.0,9.31,1018.0,735
13.0,-30576.0,15.73,1018.5,735
14.0,-30076.0,30.8,1019.0,735
15.0,-29576.0,39.7,1019.5,735
16.0,-29076.0,43.48,1020.0,735
17.0,-28576.0,46.74,1020.5,735
18.0,-28076.0,57.41,1021.0,735
19.0,-27576.0,64.89,1021.5,735
20.0,-27076.0,71.09,1022.0,735
21.0,-26576.0,46.07,1022.5,735
22.0,-26076.0,56.17,1023.0,735
23.0,-25576.0,73.52,1023.5,735
24.0,-25076.0,82.51,1024.0,735
25.0,-24576.0,86.04,1024.5,735
26.0,-24076.0,85.56,1025.0,735
27.0,-23576.0,94.37,1025.5,735
28.0,-23076.0,103.11,1026.0,735
29.0,-22576.0,108.31,1026.5,735
30.0,-22076.0,103.56,1027.0,735
31.0,-21576.0,123.33,1027.5,735
32.0,-21076.0,130.24,1028.0,735
33.0,-20576.0,137.24,1028.5,735
34.0,-20076.0,125.44,1029.0,735
35.0,-19576.0,147.12,1029.5,735
36.0,-19076.0,145.34,1030.0,735
37.0,-18576.0,152.86,1030.5,735
38.0,-18076.0,155.87,1031.0,735
39.0,-17576.0,159.38,1031.5,735
40.0,-17076.0,181.25,1032.0,735
41.0,-16576.0,182.09,1032.5,735
42.0,-16076.0,174.61,1033.0,735
43.0,-15576.0,178.98,1033.5,735
44.0,-15076.0,191.93,1034.0,735
45.0,-14576.0,194.88,1034.5,735
46.0,-14076.0,190.73,1035.0,735
47.0,-13576.0,177.39,1035.5,735
48.0,-13076.0,191.6,1036.0,735
49.0,-12576.0,196.15,1036.5,735
50.0,-12076.0,203.14,1037.0,735
51.0,-11576.0,203.14,1037.5,735
52.0,-11076.0,216.55,1038.0,735
53.0,-10576.0,221.64,1038.5,735
54.0,-10076.0,230.7,1039.0,735
55.0,-9576.0,241.03,1039.5,735
56.0,-9076.0,238.23,1040.0,735
57.0,-8576.0,253.89,1040.5,735
58.0,-8076.0,254.27,1041.0,735
59.0,-7576.0,259.78,1041.5,735
60.0,-7076.0,261.54,1042.0,735
61.0,-6576.0,269.24,1042.5,735
62.0,-6076.0,270.22,1043.0,735
63.0,-5576.0,275.46,1043.5,735
64.0,-5076.0,286.95,1044.0,735
65.0,-4576.0,301.24,1044.5,735
66.0,-4076.0,309.21,1045.0,735
67.0,-3576.0,309.7,1045.5,735
68.0,-3076.0,317.25,1046.0,735
69.0,-2576.0,313.27,1046.5,735
70.0,-2076.0,320.5,1047.0,735
71.0,-1576.0,327.45,1047.5,735
72.0,-1076.0,339.83,1048.0,735
73.0,-576.0,346.28,1048.5,735
74.0,-76.0,359.65,1049.0,735
75.0,424.0,353.44,1049.5,735
76.0,924.0,365.08,1050.0,735
77.0,1424.0,373.62,1050.5,735
78.0,1924.0,383.15,1051.0,735
79.0,2424.0,394.9,1051.5,735
80.0,2924.0,404.72,1052.0,735
81.0,3424.0,414.31,1052.5,735
82.0,3924.0,425.97,1053.0,735
83.0,4424.0,435.83,1053.5,735
84.0,4924.0,443.79,1054.0,735
85.0,5424.0,451.28,1054.5,735
86.0,5924.0,453.33,1055.0,735
87.0,6424.0,465.12,1055.5,735
88.0,6924.0,468.26,1056.0,735
89.0,7424.0,469.91,1056.5,735
