Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,4676.0,-62.99,595.0,705
3.0,5176.0,-53.49,595.5,705
4.0,5676.0,-38.54,596.0,705
5.0,6176.0,-5.61,596.5,705
6.0,6676.0,28.68,597.0,705
7.0,7176.0,78.66,597.5,705
8.0,7676.0,130.84,598.0,705
9.0,8176.0,191.96,598.5,705
10.0,8676.0,245.19,599.0,705
11.0,9176.0,302.66,599.5,705
12.0,9676.0,347.76,600.0,705
13.0,10176.0,401.64,600.5,705
14.0,10676.0,427.56,601.0,705
15.0,11176.0,466.17,601.5,705
16.0,11676.0,500.58,602.0,705
17.0,12176.0,534.72,602.5,705
18.0,12676.0,567.66,603.0,705
19.0,13176.0,600.23,603.5,705
20.0,13676.0,636.6,604.0,705
21.0,14176.0,669.15,604.5,705
22.0,14676.0,703.78,605.0,705
23.0,15176.0,736.9,605.5,705
24.0,15676.0,778.12,606.0,705
25.0,16176.0,822.64,606.5,705
26.0,16676.0,848.48,607.0,705
27.0,17176.0,882.28,607.5,705
28.0,17676.0,930.97,608.0,705
29.0,18176.0,973.83,608.5,705
30.0,18676.0,1002.78,609.0,705
