Iteration,Time Stamp,Load Cell Reading (gf),Displacement (mm),Height (mm)
2.0,15032.0,-11.76,867.5,710
3.0,15532.0,-11.73,868.0,710
4.0,16032.0,-3.29,868.5,710
5.0,16532.0,4.55,869.0,710
6.0,17032.0,9.41,869.5,710
7.0,17532.0,13.94,870.0,710
8.0,18032.0,32.18,870.5,710
9.0,18532.0,75.62,871.0,710
10.0,19032.0,116.97,871.5,710
11.0,19532.0,154.07,872.0,710
12.0,20032.0,194.48,872.5,710
13.0,20532.0,225.45,873.0,710
14.0,21032.0,253.99,873.5,710
15.0,21532.0,286.69,874.0,710
16.0,22032.0,323.2,874.5,710
17.0,22532.0,358.46,875.0,710
18.0,23032.0,393.36,875.5,710
19.0,23532.0,416.76,876.0,710
20.0,24032.0,455.68,876.5,710
21.0,24532.0,489.88,877.0,710
22.0,25032.0,527.85,877.5,710
23.0,25532.0,560.13,878.0,710
24.0,26032.0,595.41,878.5,710
25.0,26532.0,629.1,879.0,710
26.0,27032.0,662.55,879.5,710
27.0,27532.0,699.02,880.0,710
28.0,28032.0,733.99,880.5,710
29.0,28532.0,768.56,881.0,710
30.0,29032.0,799.21,881.5,710
31.0,29532.0,835.28,882.0,710
32.0,30032.0,872.11,882.5,710
33.0,30532.0,905.27,883.0,710
34.0,31032.0,942.3,883.5,710
35.0,31532.0,975.91,884.0,710
36.0,32032.0,1000.68,884.5,710
